userId,first_name,last_name,email,mobilePlanId,name,description,price,data_limit,call_minutes,sms_count,orderId,user_id,mobile_plan_id,created_at,paymentId,order_id,amount,created_at,method,status,subscriptionId,user_id,plan_id,start_date,end_date,status
260,John,Doe,john.doe260@example.com,260,Plan260,Description for Plan260,102,4,132,58,260,482,362,2024-06-18 22:55:18,260,543,197.91,2024-04-20 01:17:35,CREDIT_CARD,COMPLETED,260,652,812,2024-12-10,2024-12-14,EXPIRED
261,Jane,Johnson,jane.johnson261@example.com,261,Plan261,Description for Plan261,111,9,293,74,261,18,689,2025-01-01 22:41:59,261,445,296.42,2025-03-28 18:39:30,BANK_TRANSFER,REFUNDED,261,638,672,2024-05-16,2024-06-15,ACTIVE
262,Alice,Johnson,alice.johnson262@example.com,262,Plan262,Description for Plan262,98,2,263,73,262,76,720,2025-01-06 21:57:32,262,460,304.88,2025-03-19 22:59:25,CREDIT_CARD,FAILED,262,50,727,2025-03-06,2025-03-27,ACTIVE
263,Bob,Smith,bob.smith263@example.com,263,Plan263,Description for Plan263,76,6,244,79,263,28,809,2025-03-09 17:05:10,263,63,475.41,2025-03-19 15:46:51,PAYPAL,FAILED,263,718,19,2025-01-07,2025-01-14,ACTIVE
264,John,Johnson,john.johnson264@example.com,264,Plan264,Description for Plan264,111,10,209,95,264,546,965,2024-05-17 16:19:23,264,13,284.85,2024-08-11 11:26:50,BANK_TRANSFER,REFUNDED,264,623,236,2024-12-01,2024-12-28,EXPIRED
265,Alice,Johnson,alice.johnson265@example.com,265,Plan265,Description for Plan265,66,6,103,75,265,777,51,2024-05-31 07:40:21,265,584,73.70,2025-01-13 10:03:10,BANK_TRANSFER,PENDING,265,203,72,2025-03-03,2025-03-11,ACTIVE
266,John,Doe,john.doe266@example.com,266,Plan266,Description for Plan266,74,6,213,86,266,983,972,2024-09-30 00:54:29,266,136,176.12,2024-07-20 09:25:32,PAYPAL,PENDING,266,607,183,2024-05-09,2024-05-25,CANCELLED
267,Alice,Smith,alice.smith267@example.com,267,Plan267,Description for Plan267,145,9,281,57,267,921,161,2024-09-14 13:04:40,267,890,30.42,2024-12-10 14:37:26,PAYPAL,COMPLETED,267,328,353,2025-03-13,2025-04-12,ACTIVE
268,Bob,Brown,bob.brown268@example.com,268,Plan268,Description for Plan268,100,2,192,68,268,829,270,2025-01-19 10:54:14,268,965,144.21,2024-07-10 20:38:23,CREDIT_CARD,REFUNDED,268,119,356,2024-05-05,2024-05-07,CANCELLED
269,Bob,Doe,bob.doe269@example.com,269,Plan269,Description for Plan269,81,9,366,52,269,842,605,2024-06-02 06:56:42,269,746,385.17,2024-10-24 22:27:06,BANK_TRANSFER,REFUNDED,269,324,63,2024-08-05,2024-08-09,ACTIVE
270,John,Johnson,john.johnson270@example.com,270,Plan270,Description for Plan270,142,6,159,59,270,219,586,2024-05-03 20:43:09,270,626,449.96,2024-11-23 03:48:26,BANK_TRANSFER,REFUNDED,270,254,8,2024-05-11,2024-06-10,ACTIVE
271,Alice,Smith,alice.smith271@example.com,271,Plan271,Description for Plan271,56,1,343,52,271,724,498,2024-06-02 13:08:55,271,274,183.34,2025-01-17 01:54:47,BANK_TRANSFER,COMPLETED,271,95,956,2024-10-19,2024-11-10,EXPIRED
272,Bob,Brown,bob.brown272@example.com,272,Plan272,Description for Plan272,52,10,205,55,272,276,6,2024-09-15 22:33:37,272,506,192.71,2024-06-24 11:32:39,CREDIT_CARD,PENDING,272,281,675,2024-12-08,2024-12-11,CANCELLED
273,John,Smith,john.smith273@example.com,273,Plan273,Description for Plan273,100,3,119,92,273,477,760,2025-02-03 16:56:50,273,390,307.59,2025-03-11 08:51:43,CREDIT_CARD,PENDING,273,812,984,2024-12-31,2025-01-07,ACTIVE
274,Jane,Brown,jane.brown274@example.com,274,Plan274,Description for Plan274,71,2,215,75,274,27,587,2024-04-06 00:02:58,274,632,460.44,2024-08-15 11:03:15,CREDIT_CARD,REFUNDED,274,749,377,2025-03-07,2025-03-26,ACTIVE
275,Alice,Smith,alice.smith275@example.com,275,Plan275,Description for Plan275,94,7,391,90,275,964,658,2024-08-05 02:41:51,275,962,48.93,2024-07-19 03:27:34,BANK_TRANSFER,PENDING,275,456,951,2024-05-14,2024-05-22,ACTIVE
276,Jane,Johnson,jane.johnson276@example.com,276,Plan276,Description for Plan276,86,2,363,70,276,586,678,2024-04-11 18:36:27,276,650,490.49,2024-04-06 11:39:31,BANK_TRANSFER,COMPLETED,276,397,524,2025-02-11,2025-02-25,ACTIVE
277,Alice,Smith,alice.smith277@example.com,277,Plan277,Description for Plan277,59,4,287,60,277,123,150,2024-12-14 18:01:29,277,420,415.63,2024-12-01 10:33:16,BANK_TRANSFER,REFUNDED,277,505,915,2025-01-24,2025-02-03,CANCELLED
278,Alice,Brown,alice.brown278@example.com,278,Plan278,Description for Plan278,56,5,307,60,278,730,632,2024-08-08 22:28:04,278,779,410.24,2024-07-19 09:55:14,CREDIT_CARD,FAILED,278,140,336,2024-11-23,2024-12-17,ACTIVE
279,Jane,Johnson,jane.johnson279@example.com,279,Plan279,Description for Plan279,78,3,318,72,279,222,280,2025-03-09 17:01:55,279,993,405.43,2024-08-11 00:40:13,PAYPAL,FAILED,279,537,738,2024-08-02,2024-08-06,ACTIVE
280,John,Smith,john.smith280@example.com,280,Plan280,Description for Plan280,84,8,236,61,280,125,532,2024-11-26 13:41:56,280,656,479.11,2025-01-20 21:38:08,CREDIT_CARD,COMPLETED,280,972,602,2025-01-02,2025-01-19,EXPIRED
281,John,Johnson,john.johnson281@example.com,281,Plan281,Description for Plan281,143,6,109,86,281,833,75,2024-12-21 14:16:27,281,695,433.42,2024-10-16 20:11:03,PAYPAL,REFUNDED,281,402,358,2025-03-08,2025-04-02,EXPIRED
282,Jane,Brown,jane.brown282@example.com,282,Plan282,Description for Plan282,114,9,187,55,282,983,896,2025-02-07 06:38:43,282,794,353.10,2024-04-19 06:11:42,CREDIT_CARD,REFUNDED,282,485,470,2025-02-22,2025-03-01,EXPIRED
283,Alice,Brown,alice.brown283@example.com,283,Plan283,Description for Plan283,98,6,108,56,283,301,709,2024-12-08 19:38:36,283,98,245.84,2024-04-16 16:51:28,BANK_TRANSFER,PENDING,283,571,37,2024-06-02,2024-06-11,ACTIVE
284,Alice,Johnson,alice.johnson284@example.com,284,Plan284,Description for Plan284,144,10,169,73,284,739,898,2024-06-09 01:35:14,284,588,124.03,2024-05-21 17:14:14,CREDIT_CARD,FAILED,284,729,3,2024-11-08,2024-11-11,ACTIVE
285,John,Doe,john.doe285@example.com,285,Plan285,Description for Plan285,110,10,119,59,285,706,534,2025-03-10 23:17:46,285,135,58.76,2024-08-05 23:11:35,PAYPAL,FAILED,285,945,182,2025-04-01,2025-04-18,ACTIVE
286,Alice,Doe,alice.doe286@example.com,286,Plan286,Description for Plan286,119,8,396,70,286,98,440,2024-10-23 11:34:11,286,858,124.15,2024-11-29 15:13:30,CREDIT_CARD,FAILED,286,604,973,2025-02-23,2025-03-21,CANCELLED
287,Jane,Doe,jane.doe287@example.com,287,Plan287,Description for Plan287,117,6,210,75,287,57,157,2024-08-27 13:22:31,287,400,369.74,2024-09-07 19:11:27,BANK_TRANSFER,PENDING,287,409,479,2024-05-27,2024-05-27,EXPIRED
288,Jane,Johnson,jane.johnson288@example.com,288,Plan288,Description for Plan288,133,7,227,93,288,734,532,2024-06-01 22:20:13,288,761,75.60,2024-10-08 15:21:47,BANK_TRANSFER,PENDING,288,817,591,2024-10-29,2024-11-19,ACTIVE
289,Bob,Johnson,bob.johnson289@example.com,289,Plan289,Description for Plan289,126,5,377,84,289,88,271,2024-11-22 09:04:26,289,445,422.85,2024-07-11 15:53:43,CREDIT_CARD,PENDING,289,697,309,2024-08-20,2024-08-29,ACTIVE
290,Alice,Johnson,alice.johnson290@example.com,290,Plan290,Description for Plan290,77,9,126,54,290,517,842,2024-06-22 06:47:42,290,868,447.17,2024-10-05 20:27:15,PAYPAL,FAILED,290,551,643,2025-02-13,2025-02-21,CANCELLED
291,John,Smith,john.smith291@example.com,291,Plan291,Description for Plan291,109,6,356,50,291,449,21,2024-06-06 17:52:23,291,655,489.49,2024-12-08 10:57:47,CREDIT_CARD,PENDING,291,62,568,2024-12-31,2025-01-07,ACTIVE
292,John,Doe,john.doe292@example.com,292,Plan292,Description for Plan292,82,4,306,58,292,608,768,2024-07-21 20:43:18,292,828,388.83,2025-02-03 09:53:24,CREDIT_CARD,FAILED,292,138,480,2024-10-30,2024-11-22,EXPIRED
293,John,Doe,john.doe293@example.com,293,Plan293,Description for Plan293,137,10,179,81,293,156,768,2024-11-19 10:22:08,293,301,325.41,2024-08-28 05:30:53,BANK_TRANSFER,FAILED,293,928,898,2024-05-21,2024-06-17,CANCELLED
294,Alice,Doe,alice.doe294@example.com,294,Plan294,Description for Plan294,90,7,109,81,294,987,753,2024-12-01 13:29:21,294,67,337.57,2024-08-31 08:35:43,BANK_TRANSFER,COMPLETED,294,678,743,2025-01-26,2025-02-17,ACTIVE
295,John,Johnson,john.johnson295@example.com,295,Plan295,Description for Plan295,86,8,211,90,295,872,300,2024-04-30 19:31:03,295,718,83.11,2024-10-16 19:21:00,BANK_TRANSFER,REFUNDED,295,266,533,2024-10-14,2024-10-15,EXPIRED
296,Jane,Johnson,jane.johnson296@example.com,296,Plan296,Description for Plan296,57,6,252,68,296,895,797,2024-10-02 18:53:50,296,756,18.44,2024-06-08 12:38:13,CREDIT_CARD,FAILED,296,111,690,2024-08-21,2024-09-02,EXPIRED
297,John,Doe,john.doe297@example.com,297,Plan297,Description for Plan297,63,5,110,66,297,249,174,2024-10-08 13:27:28,297,285,496.14,2024-07-09 15:33:34,PAYPAL,COMPLETED,297,950,310,2024-10-29,2024-11-04,ACTIVE
298,Jane,Doe,jane.doe298@example.com,298,Plan298,Description for Plan298,55,8,390,93,298,131,313,2024-12-16 06:01:16,298,256,425.37,2024-10-09 20:13:57,PAYPAL,PENDING,298,11,440,2024-12-30,2025-01-28,EXPIRED
299,Jane,Doe,jane.doe299@example.com,299,Plan299,Description for Plan299,52,1,391,80,299,267,916,2024-04-15 05:06:02,299,80,371.23,2024-09-04 19:34:21,CREDIT_CARD,REFUNDED,299,133,866,2024-07-13,2024-08-05,CANCELLED
300,Bob,Doe,bob.doe300@example.com,300,Plan300,Description for Plan300,76,5,355,89,300,322,478,2024-06-19 16:04:28,300,425,282.25,2024-12-26 04:33:01,CREDIT_CARD,PENDING,300,305,689,2024-08-31,2024-09-21,ACTIVE
301,Bob,Smith,bob.smith301@example.com,301,Plan301,Description for Plan301,80,10,347,72,301,132,303,2024-05-23 21:42:32,301,892,116.48,2025-03-06 11:17:26,CREDIT_CARD,REFUNDED,301,36,243,2024-04-25,2024-05-20,ACTIVE
302,John,Doe,john.doe302@example.com,302,Plan302,Description for Plan302,99,5,346,92,302,821,633,2024-09-15 00:05:17,302,388,82.79,2024-04-25 01:05:04,CREDIT_CARD,PENDING,302,179,587,2024-05-19,2024-06-07,CANCELLED
303,John,Brown,john.brown303@example.com,303,Plan303,Description for Plan303,145,9,369,75,303,240,39,2024-06-30 08:47:59,303,505,409.35,2024-08-19 13:21:52,PAYPAL,PENDING,303,466,775,2025-02-02,2025-02-04,EXPIRED
304,Alice,Johnson,alice.johnson304@example.com,304,Plan304,Description for Plan304,66,8,394,79,304,937,518,2024-05-15 11:45:39,304,653,63.09,2025-01-05 07:16:55,CREDIT_CARD,COMPLETED,304,695,767,2024-08-03,2024-08-15,ACTIVE
305,John,Smith,john.smith305@example.com,305,Plan305,Description for Plan305,50,6,318,90,305,822,732,2024-09-02 00:25:52,305,174,491.67,2024-11-21 11:38:53,PAYPAL,REFUNDED,305,374,149,2025-01-05,2025-01-06,ACTIVE
306,Alice,Johnson,alice.johnson306@example.com,306,Plan306,Description for Plan306,128,10,161,79,306,907,858,2024-08-12 06:51:29,306,73,87.19,2024-08-16 03:49:57,CREDIT_CARD,COMPLETED,306,412,283,2025-03-21,2025-03-29,ACTIVE
307,Alice,Johnson,alice.johnson307@example.com,307,Plan307,Description for Plan307,147,3,316,80,307,440,884,2024-06-05 03:33:55,307,134,47.60,2024-12-14 07:54:02,BANK_TRANSFER,PENDING,307,981,140,2024-10-07,2024-10-22,CANCELLED
308,Alice,Smith,alice.smith308@example.com,308,Plan308,Description for Plan308,63,5,263,51,308,328,556,2024-04-21 02:16:44,308,626,436.64,2024-07-16 16:36:54,BANK_TRANSFER,REFUNDED,308,191,581,2025-03-24,2025-04-07,ACTIVE
309,Bob,Johnson,bob.johnson309@example.com,309,Plan309,Description for Plan309,96,10,323,58,309,824,781,2024-12-18 07:36:22,309,764,62.29,2024-12-16 02:52:41,BANK_TRANSFER,REFUNDED,309,665,914,2024-12-17,2025-01-11,EXPIRED
310,Alice,Smith,alice.smith310@example.com,310,Plan310,Description for Plan310,125,9,188,54,310,337,526,2025-02-13 08:21:29,310,54,350.98,2025-02-18 01:21:10,CREDIT_CARD,FAILED,310,532,752,2024-07-10,2024-08-08,EXPIRED
311,Jane,Doe,jane.doe311@example.com,311,Plan311,Description for Plan311,112,3,107,82,311,461,273,2024-11-07 06:50:28,311,69,269.61,2024-12-02 04:49:01,CREDIT_CARD,COMPLETED,311,493,822,2024-10-03,2024-10-06,EXPIRED
312,Bob,Smith,bob.smith312@example.com,312,Plan312,Description for Plan312,102,4,125,68,312,164,918,2024-10-16 05:37:26,312,279,440.07,2024-04-29 14:46:04,BANK_TRANSFER,FAILED,312,658,830,2024-06-10,2024-06-23,CANCELLED
313,Bob,Brown,bob.brown313@example.com,313,Plan313,Description for Plan313,148,9,315,76,313,493,673,2024-12-02 18:32:30,313,392,285.89,2025-03-30 13:12:52,CREDIT_CARD,REFUNDED,313,932,307,2024-06-14,2024-07-05,ACTIVE
314,John,Johnson,john.johnson314@example.com,314,Plan314,Description for Plan314,143,2,182,62,314,30,67,2024-05-24 14:19:37,314,637,246.76,2024-12-26 14:22:12,PAYPAL,REFUNDED,314,791,987,2024-05-20,2024-06-13,EXPIRED
315,Alice,Johnson,alice.johnson315@example.com,315,Plan315,Description for Plan315,73,3,369,77,315,884,496,2024-10-20 01:35:46,315,68,188.55,2024-09-14 06:42:46,CREDIT_CARD,REFUNDED,315,674,570,2024-11-11,2024-11-11,EXPIRED
316,Bob,Smith,bob.smith316@example.com,316,Plan316,Description for Plan316,81,1,375,53,316,772,503,2024-08-04 09:20:29,316,946,54.51,2025-02-24 15:23:40,BANK_TRANSFER,PENDING,316,947,241,2024-09-13,2024-09-21,CANCELLED
317,Jane,Brown,jane.brown317@example.com,317,Plan317,Description for Plan317,121,4,323,97,317,203,685,2024-04-20 10:10:06,317,46,224.08,2024-07-06 23:20:08,CREDIT_CARD,REFUNDED,317,859,83,2024-06-18,2024-07-12,CANCELLED
318,Jane,Smith,jane.smith318@example.com,318,Plan318,Description for Plan318,56,6,238,74,318,96,544,2024-05-28 09:59:20,318,946,117.96,2024-11-22 20:58:37,CREDIT_CARD,REFUNDED,318,609,549,2024-09-23,2024-09-29,CANCELLED
319,Alice,Smith,alice.smith319@example.com,319,Plan319,Description for Plan319,106,3,242,74,319,948,292,2024-04-18 16:56:03,319,109,353.51,2025-04-02 11:30:08,PAYPAL,COMPLETED,319,735,407,2025-02-22,2025-03-09,CANCELLED
320,Bob,Doe,bob.doe320@example.com,320,Plan320,Description for Plan320,51,6,325,76,320,848,242,2024-04-27 00:58:50,320,699,332.29,2025-01-19 07:10:02,CREDIT_CARD,COMPLETED,320,184,22,2025-01-13,2025-02-12,CANCELLED
321,John,Brown,john.brown321@example.com,321,Plan321,Description for Plan321,108,9,370,76,321,97,970,2024-10-12 11:37:47,321,294,147.70,2024-11-20 02:56:03,CREDIT_CARD,FAILED,321,255,476,2024-06-07,2024-06-13,ACTIVE
322,Bob,Brown,bob.brown322@example.com,322,Plan322,Description for Plan322,122,4,362,89,322,291,565,2024-05-15 18:42:13,322,650,11.85,2024-07-14 01:08:51,BANK_TRANSFER,REFUNDED,322,608,829,2025-01-20,2025-01-25,EXPIRED
323,John,Johnson,john.johnson323@example.com,323,Plan323,Description for Plan323,83,5,144,59,323,869,66,2024-12-09 14:07:53,323,599,191.65,2024-11-06 01:14:14,PAYPAL,PENDING,323,9,278,2024-10-23,2024-11-07,CANCELLED
324,Jane,Doe,jane.doe324@example.com,324,Plan324,Description for Plan324,83,6,181,57,324,69,734,2024-06-17 18:46:57,324,35,488.69,2025-03-17 22:07:21,BANK_TRANSFER,PENDING,324,327,837,2025-03-02,2025-03-22,ACTIVE
325,Bob,Smith,bob.smith325@example.com,325,Plan325,Description for Plan325,102,2,110,70,325,498,193,2025-01-07 20:59:30,325,429,402.90,2024-06-25 09:36:40,BANK_TRANSFER,COMPLETED,325,206,111,2024-06-01,2024-06-10,CANCELLED
326,Bob,Doe,bob.doe326@example.com,326,Plan326,Description for Plan326,131,3,380,62,326,874,284,2024-07-21 08:11:11,326,405,404.86,2024-05-27 04:17:58,PAYPAL,PENDING,326,779,665,2024-08-09,2024-09-02,ACTIVE
327,Bob,Doe,bob.doe327@example.com,327,Plan327,Description for Plan327,73,7,174,63,327,81,858,2025-01-23 02:43:24,327,952,311.93,2024-12-16 06:30:20,PAYPAL,FAILED,327,461,699,2024-04-24,2024-05-04,EXPIRED
328,Jane,Johnson,jane.johnson328@example.com,328,Plan328,Description for Plan328,143,9,247,84,328,239,594,2024-12-03 02:38:40,328,416,456.51,2024-07-24 00:30:35,CREDIT_CARD,REFUNDED,328,394,340,2025-02-20,2025-03-07,ACTIVE
329,Jane,Doe,jane.doe329@example.com,329,Plan329,Description for Plan329,147,1,339,95,329,825,95,2024-05-29 10:20:07,329,267,33.88,2024-09-11 15:24:40,PAYPAL,FAILED,329,985,218,2024-06-07,2024-07-04,EXPIRED
330,Jane,Brown,jane.brown330@example.com,330,Plan330,Description for Plan330,88,7,276,89,330,100,628,2024-05-14 04:59:03,330,330,307.34,2024-06-15 10:08:30,CREDIT_CARD,FAILED,330,109,881,2025-03-23,2025-04-08,CANCELLED
331,Jane,Doe,jane.doe331@example.com,331,Plan331,Description for Plan331,108,5,150,56,331,406,966,2025-01-11 19:20:44,331,278,314.40,2025-01-13 13:15:34,BANK_TRANSFER,FAILED,331,589,738,2025-02-28,2025-03-24,CANCELLED
332,Bob,Doe,bob.doe332@example.com,332,Plan332,Description for Plan332,69,10,327,98,332,685,295,2024-09-07 06:00:41,332,630,371.22,2024-11-29 16:41:22,PAYPAL,PENDING,332,891,727,2024-05-31,2024-06-21,ACTIVE
333,Alice,Brown,alice.brown333@example.com,333,Plan333,Description for Plan333,124,6,205,53,333,923,19,2024-11-23 16:10:02,333,760,163.92,2024-07-12 03:41:46,CREDIT_CARD,REFUNDED,333,264,593,2024-06-14,2024-06-15,ACTIVE
334,Alice,Brown,alice.brown334@example.com,334,Plan334,Description for Plan334,72,2,250,71,334,680,242,2024-11-16 19:08:22,334,446,328.28,2025-02-06 13:28:14,BANK_TRANSFER,COMPLETED,334,810,112,2024-10-28,2024-11-12,CANCELLED
335,John,Johnson,john.johnson335@example.com,335,Plan335,Description for Plan335,101,9,143,72,335,74,255,2024-08-23 18:19:12,335,861,44.98,2025-01-28 17:54:52,BANK_TRANSFER,REFUNDED,335,675,804,2025-03-13,2025-04-06,CANCELLED
336,John,Doe,john.doe336@example.com,336,Plan336,Description for Plan336,145,2,226,72,336,705,107,2025-03-03 02:12:24,336,179,103.69,2024-06-07 19:40:39,PAYPAL,REFUNDED,336,808,615,2024-10-28,2024-11-16,EXPIRED
337,John,Johnson,john.johnson337@example.com,337,Plan337,Description for Plan337,149,6,257,58,337,487,437,2025-03-02 10:01:07,337,784,384.80,2024-11-25 18:39:36,PAYPAL,FAILED,337,184,415,2024-07-17,2024-07-28,CANCELLED
338,Jane,Doe,jane.doe338@example.com,338,Plan338,Description for Plan338,149,8,332,60,338,96,159,2024-12-21 11:27:26,338,409,108.79,2024-04-13 22:15:51,CREDIT_CARD,REFUNDED,338,607,628,2024-06-05,2024-07-03,EXPIRED
339,Jane,Brown,jane.brown339@example.com,339,Plan339,Description for Plan339,81,3,186,59,339,989,613,2025-02-15 11:32:25,339,18,269.33,2024-12-16 05:48:19,CREDIT_CARD,REFUNDED,339,804,258,2025-01-22,2025-02-05,ACTIVE
340,Jane,Johnson,jane.johnson340@example.com,340,Plan340,Description for Plan340,51,10,273,71,340,436,74,2024-07-13 13:50:52,340,791,147.23,2024-10-03 11:14:31,BANK_TRANSFER,REFUNDED,340,103,558,2024-11-21,2024-12-02,CANCELLED
341,John,Johnson,john.johnson341@example.com,341,Plan341,Description for Plan341,50,2,200,63,341,184,743,2025-01-12 14:16:47,341,870,216.35,2025-02-11 20:39:44,CREDIT_CARD,PENDING,341,661,660,2024-12-14,2025-01-03,EXPIRED
342,Jane,Johnson,jane.johnson342@example.com,342,Plan342,Description for Plan342,130,4,317,68,342,858,807,2024-09-30 15:32:48,342,181,86.77,2024-04-08 23:20:35,BANK_TRANSFER,REFUNDED,342,70,444,2024-07-01,2024-07-09,CANCELLED
343,John,Smith,john.smith343@example.com,343,Plan343,Description for Plan343,79,2,316,81,343,34,853,2025-03-26 02:00:41,343,454,141.11,2024-11-21 14:34:32,BANK_TRANSFER,COMPLETED,343,839,534,2024-05-29,2024-06-18,ACTIVE
344,Jane,Smith,jane.smith344@example.com,344,Plan344,Description for Plan344,141,1,199,67,344,445,125,2024-04-24 04:20:35,344,349,186.11,2024-09-22 23:00:21,BANK_TRANSFER,REFUNDED,344,106,951,2024-04-29,2024-05-18,EXPIRED
345,Jane,Doe,jane.doe345@example.com,345,Plan345,Description for Plan345,81,2,134,69,345,721,53,2024-07-06 00:44:59,345,484,241.78,2025-04-02 06:40:18,CREDIT_CARD,PENDING,345,119,630,2024-11-01,2024-11-04,EXPIRED
346,Bob,Brown,bob.brown346@example.com,346,Plan346,Description for Plan346,81,10,218,71,346,41,318,2025-01-29 03:47:05,346,483,394.23,2024-08-22 14:03:20,CREDIT_CARD,COMPLETED,346,671,879,2025-01-10,2025-01-24,CANCELLED
347,Jane,Doe,jane.doe347@example.com,347,Plan347,Description for Plan347,85,9,217,52,347,53,642,2024-04-12 19:27:31,347,15,179.22,2024-10-08 17:49:15,BANK_TRANSFER,COMPLETED,347,435,630,2024-12-23,2025-01-15,ACTIVE
348,John,Johnson,john.johnson348@example.com,348,Plan348,Description for Plan348,93,3,369,80,348,275,156,2024-09-02 20:05:29,348,331,182.63,2024-11-24 15:49:22,CREDIT_CARD,COMPLETED,348,500,720,2024-05-04,2024-05-13,ACTIVE
349,Bob,Doe,bob.doe349@example.com,349,Plan349,Description for Plan349,61,8,399,62,349,167,798,2024-05-05 12:03:18,349,648,51.85,2024-10-02 02:28:50,PAYPAL,COMPLETED,349,57,641,2024-10-12,2024-11-04,ACTIVE
350,Jane,Brown,jane.brown350@example.com,350,Plan350,Description for Plan350,89,7,144,53,350,16,962,2024-10-10 23:36:21,350,708,473.12,2024-07-18 11:52:25,CREDIT_CARD,COMPLETED,350,144,528,2024-04-10,2024-04-14,EXPIRED
351,John,Smith,john.smith351@example.com,351,Plan351,Description for Plan351,63,9,170,84,351,53,718,2024-07-30 03:43:03,351,888,75.83,2024-09-04 23:17:53,BANK_TRANSFER,REFUNDED,351,11,306,2024-04-11,2024-05-09,ACTIVE
352,Bob,Brown,bob.brown352@example.com,352,Plan352,Description for Plan352,102,10,300,68,352,406,405,2024-11-15 07:52:32,352,922,441.00,2024-04-22 16:44:34,BANK_TRANSFER,PENDING,352,938,112,2025-04-03,2025-04-24,EXPIRED
353,John,Johnson,john.johnson353@example.com,353,Plan353,Description for Plan353,131,2,380,78,353,267,874,2024-12-18 23:01:38,353,202,390.42,2024-04-15 14:57:51,CREDIT_CARD,REFUNDED,353,52,977,2024-09-19,2024-09-30,ACTIVE
354,John,Brown,john.brown354@example.com,354,Plan354,Description for Plan354,51,10,227,69,354,831,998,2024-05-07 21:00:12,354,33,74.88,2024-10-22 13:27:29,PAYPAL,COMPLETED,354,278,341,2024-06-29,2024-07-19,CANCELLED
355,John,Smith,john.smith355@example.com,355,Plan355,Description for Plan355,65,6,264,85,355,139,271,2024-09-15 23:10:39,355,297,112.08,2024-05-30 07:15:11,PAYPAL,PENDING,355,613,43,2024-12-16,2024-12-29,ACTIVE
356,Jane,Doe,jane.doe356@example.com,356,Plan356,Description for Plan356,132,2,249,50,356,577,740,2024-08-06 16:02:58,356,826,256.91,2024-11-12 19:11:22,PAYPAL,REFUNDED,356,619,971,2024-10-14,2024-11-03,ACTIVE
357,Alice,Johnson,alice.johnson357@example.com,357,Plan357,Description for Plan357,100,3,345,66,357,317,923,2024-12-20 18:18:30,357,321,96.88,2024-07-19 04:31:56,BANK_TRANSFER,FAILED,357,48,397,2024-04-17,2024-05-05,ACTIVE
358,Bob,Smith,bob.smith358@example.com,358,Plan358,Description for Plan358,137,9,251,73,358,771,114,2024-12-31 20:52:35,358,215,384.30,2024-10-25 17:41:21,CREDIT_CARD,COMPLETED,358,225,485,2024-04-07,2024-04-18,ACTIVE
359,John,Brown,john.brown359@example.com,359,Plan359,Description for Plan359,124,8,374,72,359,281,229,2024-07-08 08:21:21,359,513,251.04,2024-08-11 18:54:53,BANK_TRANSFER,PENDING,359,654,988,2024-06-19,2024-07-01,EXPIRED
360,Jane,Doe,jane.doe360@example.com,360,Plan360,Description for Plan360,94,4,387,99,360,291,323,2024-05-06 20:29:35,360,966,133.38,2024-11-01 10:31:25,CREDIT_CARD,REFUNDED,360,680,371,2024-12-04,2024-12-19,CANCELLED
361,Jane,Johnson,jane.johnson361@example.com,361,Plan361,Description for Plan361,104,2,164,77,361,769,910,2024-12-20 19:52:26,361,398,246.35,2024-09-23 17:01:45,BANK_TRANSFER,COMPLETED,361,348,372,2024-06-15,2024-06-16,ACTIVE
362,John,Brown,john.brown362@example.com,362,Plan362,Description for Plan362,137,10,266,64,362,426,933,2024-04-25 02:50:51,362,586,137.93,2025-03-30 21:20:11,PAYPAL,REFUNDED,362,331,56,2024-11-05,2024-11-17,EXPIRED
363,John,Smith,john.smith363@example.com,363,Plan363,Description for Plan363,136,6,333,71,363,404,600,2024-04-11 14:43:50,363,47,418.22,2024-11-10 15:56:27,CREDIT_CARD,PENDING,363,991,914,2024-08-27,2024-09-06,CANCELLED
364,Alice,Johnson,alice.johnson364@example.com,364,Plan364,Description for Plan364,70,6,308,84,364,544,937,2024-04-21 22:55:36,364,943,44.79,2024-04-10 02:58:53,PAYPAL,COMPLETED,364,492,206,2024-09-08,2024-09-14,EXPIRED
365,John,Johnson,john.johnson365@example.com,365,Plan365,Description for Plan365,124,9,100,61,365,509,25,2024-07-23 14:51:29,365,305,96.67,2025-03-18 13:43:01,PAYPAL,COMPLETED,365,552,488,2024-11-30,2024-12-30,EXPIRED
366,Alice,Smith,alice.smith366@example.com,366,Plan366,Description for Plan366,70,2,155,65,366,812,958,2024-11-11 01:24:54,366,725,293.49,2024-09-23 16:28:11,BANK_TRANSFER,PENDING,366,609,65,2025-01-05,2025-01-28,ACTIVE
367,Bob,Doe,bob.doe367@example.com,367,Plan367,Description for Plan367,87,10,161,51,367,738,60,2024-08-02 11:15:58,367,585,358.45,2024-12-16 23:36:04,CREDIT_CARD,COMPLETED,367,155,598,2025-01-12,2025-02-11,ACTIVE
368,Alice,Smith,alice.smith368@example.com,368,Plan368,Description for Plan368,128,3,115,57,368,212,844,2024-11-06 05:02:09,368,743,453.17,2025-03-23 01:00:53,BANK_TRANSFER,REFUNDED,368,724,805,2024-09-02,2024-09-25,CANCELLED
